Date,Ticker,Type,Entry_Price,Initial_Target,Status,Exit_Price,PnL,Confidence,Exit_Date
2026-01-05,PDD,LONG,117.58000183105467,130.0,CLOSED,106.76000213623048,-0.0920224487695702,0.1961059347420932,
2026-01-05,BE,SHORT,101.6500015258789,86.04208416833667,CLOSED,122.5999984741211,-0.2060993274349195,0.4237627028910832,
2026-01-06,AAPL,LONG,262.5,274.7995991983968,CLOSED,255.52999877929688,-0.0265523856026785,0.2886997388573876,
2026-01-06,IBM,LONG,298.3599853515625,305.14028056112227,CLOSED,301.7799987792969,0.011462708123224,0.2537037434841915,
2026-01-06,AMAT,LONG,295.19000244140625,335.0,OPEN,0.0,0.0,0.1552401724966965,
2026-01-06,COIN,SHORT,247.8000030517578,240.1803607214429,OPEN,0.0,0.0,0.15747678949078,
2026-01-06,SHOP,LONG,163.76499938964844,167.50501002004006,CLOSED,165.77000427246094,0.0122431831605358,0.1513035936753216,
2026-01-08,GOOG,LONG,325.20001220703125,335.0701402805611,CLOSED,312.2002868652344,-0.0399745536710524,0.304622547102248,
2026-01-08,AMZN,LONG,245.46499633789065,259.90981963927857,CLOSED,247.3800048828125,0.0078015544924612,0.2326650954272079,
2026-01-08,AMD,LONG,204.28990173339844,212.28456913827657,CLOSED,483.010009765625,1.3643361990352354,0.1550769038055863,2026-08-13
2026-01-08,HYG,SHORT,80.90499877929688,79.0,CLOSED,81.0,-0.0011742317796985,0.3263285503728587,
2026-01-08,SMH,SHORT,378.6000061035156,362.7254509018036,CLOSED,389.2200012207031,-0.0280506998044892,0.2520545313221686,
2026-01-08,LOW,SHORT,257.1499938964844,230.0,CLOSED,277.54998779296875,-0.0793311078385496,0.1765917957538227,
2026-01-08,CMG,LONG,39.45600128173828,45.0,CLOSED,37.31499862670898,-0.0542630420082694,0.170894633810548,
2026-01-08,GM,LONG,84.48999786376953,100.0,CLOSED,76.21499633789062,-0.097940605220767,0.1545836830074863,
2026-01-08,UPS,LONG,107.7249984741211,125.0,CLOSED,100.2843017578125,-0.0690712167250211,0.1656750020896175,
2026-01-11,MSFT,LONG,479.2799987792969,489.9498997995992,CLOSED,411.6099853515625,-0.1411909814723891,0.2247161843673658,
2026-01-11,META,LONG,653.0599975585938,670.2204408817635,CLOSED,620.25,-0.0502404031501714,0.2314796355758907,
2026-01-11,ADBE,LONG,333.95001220703125,359.7695390781563,CLOSED,296.1199951171875,-0.113280478236339,0.2219202124980823,
2026-01-11,IBM,LONG,304.2200012207031,314.92985971943887,CLOSED,281.5599975585937,-0.0744855813923627,0.1834014666871913,
2026-01-11,SLV,SHORT,72.37999725341797,24.39879759519038,CLOSED,81.0199966430664,-0.1193699878075145,0.4899397505110225,
2026-01-11,MA,LONG,575.5399780273438,635.0,CLOSED,539.489990234375,-0.0626368092039924,0.2035895004387451,
2026-01-11,COST,SHORT,924.8800048828124,905.691382765531,CLOSED,1003.6400146484376,-0.0851570034489008,0.4120381553729874,
2026-01-11,OXY,LONG,42.86000061035156,51.0,OPEN,0.0,0.0,0.1604139795864756,
2026-01-16,AVGO,LONG,351.7099914550781,364.95991983967934,CLOSED,310.32598876953125,-0.1176651323277309,0.1722403155710339,
2026-01-16,XBI,LONG,124.18000030517578,140.0,OPEN,0.0,0.0,0.2064569429301435,
2026-01-16,SMH,LONG,400.3900146484375,455.0,CLOSED,408.05859375,0.0191527730987394,0.1716862436727828,
2026-01-16,JPM,LONG,312.4700012207031,330.04008016032066,CLOSED,363.1099853515625,0.16206350668233094,0.2571992736578062,2026-08-13
2026-01-16,BAC,SHORT,52.970001220703125,48.0,CLOSED,56.57500076293945,-0.0680573807656875,0.1795189958081157,
2026-01-16,GS,LONG,962.0,985.370741482966,CLOSED,925.0499877929688,-0.038409576098785,0.3264151832429878,
2026-01-16,V,SHORT,328.29998779296875,320.0,CLOSED,365.45001220703125,-0.11315877488697898,0.3053075171959479,2026-08-13
2026-01-16,MA,SHORT,539.489990234375,520.0,CLOSED,536.8900146484375,0.0048193212719442,0.282013612811456,
2026-01-16,TGT,LONG,111.27999877929688,125.0,OPEN,0.0,0.0,0.1837743144851654,
2026-01-16,LOW,LONG,277.54998779296875,295.0,CLOSED,263.1199951171875,-0.0519906082162933,0.3139030136436843,
2026-01-16,XOM,LONG,129.88999938964844,150.0,OPEN,0.0,0.0,0.1613479193833039,
2026-01-16,LMT,LONG,582.4299926757812,630.0,CLOSED,625.4962768554688,0.073942421786752,0.2082055866954133,
2026-01-16,LLY,LONG,1038.4000244140625,1069.9799599198398,CLOSED,1060.56005859375,0.0213405562968777,0.2084724337115059,
2026-01-16,UNH,SHORT,331.0199890136719,319.93987975951904,CLOSED,399.05999755859375,-0.20554652529491707,0.1633424357258792,2026-08-13
2026-01-16,JNJ,LONG,218.6600036621093,240.0,CLOSED,262.0799865722656,0.19857304574663925,0.2550472544343465,2026-08-13
2026-02-09,AAPL,LONG,273.32000732421875,282.4248496993988,CLOSED,278.8099975585937,0.0200863094075021,0.4777778243497886,
2026-02-09,MSFT,SHORT,411.6099853515625,392.5851703406814,CLOSED,378.4249877929688,0.0806224307951371,0.4012087967571614,
2026-02-09,AMZN,SHORT,209.4768981933593,204.7995991983968,CLOSED,205.3699951171875,0.0196055178952521,0.2494963422661305,
2026-02-09,TSLA,LONG,418.7550048828125,447.4749498997996,CLOSED,348.07000732421875,-0.1687979767032868,0.2682423021543971,
2026-02-09,GLD,SHORT,465.489990234375,451.2024048096192,CLOSED,466.3699951171875,-0.0018904915277972,0.3426804518631086,
2026-02-09,BAC,LONG,56.57500076293945,68.0,CLOSED,52.06370162963867,-0.0797401515238864,0.1564692689007433,
2026-02-09,COST,SHORT,1003.6400146484376,980.3406813627256,CLOSED,981.4500122070312,0.0221095234521704,0.3640139055097636,
2026-02-09,PEP,LONG,166.8699951171875,190.0,CLOSED,153.55999755859375,-0.0797626772221486,0.2017921122957424,
2026-02-09,ABBV,LONG,222.85499572753903,229.8697394789579,CLOSED,211.13499450683597,-0.052590255751017,0.1984788940696379,
2026-02-11,META,SHORT,665.1649780273438,597.5,OPEN,0.0,0.0,0.1796128216172883,
2026-02-11,IBM,LONG,281.5599975585937,309.8897795591182,CLOSED,241.4600067138672,-0.1424207671275517,0.2152407982331751,
2026-02-11,TXN,LONG,230.0749969482422,265.0,CLOSED,211.0449981689453,-0.082712154869996,0.1623712197472999,
2026-02-11,HD,LONG,388.4450073242188,450.0,CLOSED,335.92999267578125,-0.1351929196108973,0.1588234991247575,
2026-02-11,GE,LONG,316.510009765625,325.1102204408818,CLOSED,360.6400146484375,0.1394268854735137,0.2673175210634375,2026-08-13
2026-02-11,CAT,LONG,770.219970703125,860.0,OPEN,0.0,0.0,0.1885129783322495,
2026-02-11,LLY,LONG,1025.0150146484375,1049.879759519038,CLOSED,958.4749755859376,-0.06491616036017,0.2843730142618007,
2026-02-26,AAPL,LONG,271.4100036621094,300.0,OPEN,0.0,0.0,0.258191082813379,
2026-02-26,CRM,SHORT,195.6999969482422,179.90981963927857,OPEN,0.0,0.0,0.1545678595167138,
2026-02-26,TXN,LONG,211.0449981689453,225.03006012024048,OPEN,0.0,0.0,0.2340713500598072,
2026-02-26,GLD,SHORT,475.4849853515625,463.0561122244489,CLOSED,437.010009765625,0.0809173302443819,0.2862543359332848,
2026-02-26,XLF,SHORT,52.17499923706055,48.0,CLOSED,58.2599983215332,-0.11662672110113624,0.1710230292303547,2026-08-13
2026-02-26,LOW,SHORT,263.17498779296875,250.0,OPEN,0.0,0.0,0.2804760542335427,
2026-02-26,SBUX,LONG,98.29499816894533,109.0,OPEN,0.0,0.0,0.232217837094073,
2026-02-26,MCD,LONG,334.3900146484375,365.0,CLOSED,304.7099914550781,-0.0887587005986515,0.2325325526133932,
2026-04-08,GOOG,LONG,316.6600036621094,324.8697394789579,OPEN,0.0,0.0,0.3111177023812639,
2026-04-08,ADBE,LONG,243.3300018310547,265.06012024048096,OPEN,0.0,0.0,0.1952469005511324,
2026-04-08,AVGO,LONG,348.7200012207031,365.0,OPEN,0.0,0.0,0.2849661069914007,
2026-04-08,TSM,SHORT,366.035400390625,350.2805611222445,CLOSED,430.489990234375,-0.1760884050421502,0.1610291319052135,2026-08-13
2026-04-08,HYG,LONG,80.18000030517578,82.0,OPEN,0.0,0.0,0.796750772733657,
2026-04-08,SMH,SHORT,421.7300109863281,407.8557114228457,CLOSED,589.1199951171875,-0.3969126686985668,0.1813913874290607,2026-08-13
2026-04-08,BAC,LONG,51.79499816894531,61.0,OPEN,0.0,0.0,0.1725058107415225,
2026-04-08,WFC,LONG,84.7750015258789,100.0,OPEN,0.0,0.0,0.1586244380103258,
2026-04-08,GS,LONG,902.2100219726562,949.7394789579158,OPEN,0.0,0.0,0.2322626029003928,
2026-04-08,COST,SHORT,1023.60498046875,1003.006012024048,CLOSED,961.8499755859375,0.0603308952781105,0.360531074879228,2026-08-13
2026-04-08,HD,SHORT,335.92999267578125,305.0,OPEN,0.0,0.0,0.1817343768564378,
2026-04-08,MCD,LONG,304.7099914550781,314.9699398797595,CLOSED,272.25,-0.10652749291243224,0.1515677393999367,2026-08-13
2026-04-08,GM,LONG,76.21810150146484,90.0,OPEN,0.0,0.0,0.161118947496328,
2026-04-08,LLY,LONG,958.469970703125,994.8296593186373,OPEN,0.0,0.0,0.312631602591373,
2026-04-08,PFE,LONG,27.145000457763672,32.0,OPEN,0.0,0.0,0.1626330524325038,
2026-08-13,QCOM,SHORT,164.7899932861328,154.96993987975952,OPEN,0.0,0.0,0.15039802446184297
2026-08-13,QCOM,SHORT,164.7899932861328,154.96993987975952,OPEN,0.0,,0.0,0.15039802446184297
2026-08-13,MU,SHORT,949.8300170898438,890.4308617234469,OPEN,0.0,0.0,0.2158468164082067
2026-08-13,MU,SHORT,949.8300170898438,890.4308617234469,OPEN,0.0,,0.0,0.2158468164082067
2026-08-13,TSM,SHORT,430.489990234375,420.4609218436874,OPEN,0.0,0.0,0.22947418267565128
2026-08-13,TSM,SHORT,430.489990234375,420.4609218436874,OPEN,0.0,,0.0,0.22947418267565128
2026-08-13,DIA,LONG,537.9099731445312,590.0,OPEN,0.0,0.0,0.2279478446728051
2026-08-13,DIA,LONG,537.9099731445312,590.0,OPEN,0.0,,0.0,0.2279478446728051
2026-08-13,GLD,SHORT,398.9599914550781,390.064128256513,OPEN,0.0,0.0,0.35381842338093683
2026-08-13,GLD,SHORT,398.9599914550781,390.064128256513,OPEN,0.0,,0.0,0.35381842338093683
2026-08-13,XLF,LONG,58.2599983215332,62.0,OPEN,0.0,,0.0,0.4262533805078035
2026-08-13,XLF,LONG,58.2599983215332,62.0,OPEN,0.0,0.0,0.4262533805078035
2026-08-13,V,LONG,365.45001220703125,379.90981963927857,OPEN,0.0,,0.0,0.36374831061968316
2026-08-13,V,LONG,365.45001220703125,379.90981963927857,OPEN,0.0,0.0,0.36374831061968316
2026-08-13,ROKU,LONG,154.0800018310547,180.0,OPEN,0.0,0.0,0.17236161544615813
2026-08-13,UPS,SHORT,105.54000091552734,96.0,OPEN,0.0,,0.0,0.18050361698235434
2026-08-13,UPS,SHORT,105.54000091552734,96.0,OPEN,0.0,0.0,0.18050361698235434
2026-08-13,ABBV,LONG,250.82000732421875,259.8897795591182,OPEN,0.0,,0.0,0.3213501162242828
2026-08-13,ABBV,LONG,250.82000732421875,259.8897795591182,OPEN,0.0,0.0,0.3213501162242828
2026-08-13,SNOW,LONG,337.3800048828125,364.65931863727457,OPEN,0.0,,0.0,0.1618951665357091
2026-08-13,SNOW,LONG,337.3800048828125,364.65931863727457,OPEN,0.0,0.0,0.1618951665357091
2026-08-13,DDOG,LONG,252.24000549316406,259.85971943887773,OPEN,0.0,,0.0,0.15460533078905336
2026-08-13,DDOG,LONG,252.24000549316406,259.85971943887773,OPEN,0.0,0.0,0.15460533078905336
